Unnamed: 0,max_degree,depth,outer_loops,0.1,0.5,0.75,0.8,0.9,0.95,1.0
min_degree,3,5,5,14175655.05515334,101.9999999996084,15.661636945629812,12.68096923798844,9.057978423028324,7.900865137275689,7.000000000054439
dfs,4,6,3,14175655.05515334,101.9999999996084,15.661636945629812,12.68096923798844,9.057978423028324,7.900865137275689,7.000000000054439
longest_line,4,6,3,76007272.0570928,180.9999999994769,21.721231519492143,17.185379027856342,11.883869644520448,10.249448729745554,9.000000000046068
min_degree_longest_line,3,5,5,76007272.0570928,180.9999999994769,21.721231519492143,17.185379027856342,11.883869644520448,10.249448729745554,9.000000000046068
